umap_x,umap_y,superclass
5.613498210906982,3.269728183746338,Small peptides
5.289012432098389,4.722951412200928,Sesquiterpenoids
6.163307189941406,3.674084424972534,Aromatic polyketides
6.328431129455566,5.800074100494385,Oligopeptides
6.294256687164307,5.84982442855835,Oligopeptides
5.411518573760986,4.783632278442383,Linear polyketides
9.00326919555664,3.8848607540130615,Tryptophan alkaloids
8.302592277526855,3.3654744625091553,Tryptophan alkaloids
4.357229232788086,1.627894639968872,Monoterpenoids
4.6585564613342285,1.845504879951477,Meroterpenoids
4.9306745529174805,2.7410831451416016,Monoterpenoids
0.8979899883270264,1.828178882598877,Triterpenoids
0.9853535890579224,1.6952166557312012,Triterpenoids
0.9679198265075684,1.8127555847167969,Triterpenoids
1.6517722606658936,1.6447021961212158,Triterpenoids
0.6197460293769836,1.3171578645706177,Triterpenoids
0.01557915098965168,1.7587242126464844,Steroids
2.688068389892578,3.0502982139587402,Sesquiterpenoids
2.5748136043548584,2.9979093074798584,Diterpenoids
2.5810463428497314,3.03672456741333,Diterpenoids
3.0070064067840576,1.9442611932754517,Sesquiterpenoids
2.7284228801727295,1.6829556226730347,Sesquiterpenoids
2.839616060256958,1.928310751914978,Sesquiterpenoids
2.7937800884246826,3.3017385005950928,Sesquiterpenoids
2.0991053581237793,3.7121026515960693,Meroterpenoids
6.642736434936523,2.058112382888794,Meroterpenoids
6.619203090667725,2.3896665573120117,Meroterpenoids
0.6232357025146484,1.2236988544464111,Triterpenoids
2.937204599380493,2.361449718475342,Diterpenoids
2.6389458179473877,4.057570934295654,Sesquiterpenoids
2.6798384189605713,4.108745574951172,Sesquiterpenoids
2.724231719970703,4.02564001083374,Sesquiterpenoids
4.754958629608154,2.581259250640869,Sesquiterpenoids
2.6434831619262695,4.071669101715088,Sesquiterpenoids
2.702648639678955,4.134253978729248,Sesquiterpenoids
4.724248886108398,2.6570849418640137,Sesquiterpenoids
2.688873767852783,4.15455961227417,Sesquiterpenoids
2.7227466106414795,4.084184646606445,Sesquiterpenoids
3.758727550506592,3.1365139484405518,Sesquiterpenoids
-0.05166052654385567,1.2901864051818848,Steroids
-0.7064076066017151,1.5605162382125854,Steroids
3.0742156505584717,3.7076783180236816,Diterpenoids
0.5212245583534241,1.2948225736618042,Triterpenoids
-0.7671988606452942,1.8938884735107422,Steroids
7.571230411529541,0.08938450366258621,Flavonoids
7.457413196563721,0.12093813717365265,Flavonoids
7.602395534515381,0.029984625056385994,Flavonoids
0.8543824553489685,1.7164578437805176,Triterpenoids
-0.8380798697471619,1.907543420791626,Steroids
2.9240665435791016,2.539393424987793,Sesquiterpenoids
1.3237746953964233,0.23151980340480804,Triterpenoids
3.162931203842163,2.5593645572662354,Meroterpenoids
3.0108766555786133,2.430586338043213,Sesquiterpenoids
6.842469215393066,0.3956071734428406,Coumarins
1.3747128248214722,4.747745513916016,Meroterpenoids
2.8359594345092773,2.5888776779174805,Sesquiterpenoids
4.018497467041016,4.5311279296875,Diterpenoids
1.7828806638717651,1.6021093130111694,Sesquiterpenoids
1.4474469423294067,4.719871520996094,Diterpenoids
2.0308170318603516,4.864086627960205,Diterpenoids
3.964714288711548,4.544697284698486,Diterpenoids
1.423447847366333,4.761974811553955,Diterpenoids
3.700519561767578,3.6717824935913086,Sesquiterpenoids
3.474269151687622,2.4857635498046875,Diterpenoids
