umap_x,umap_y,superclass
6.0225749015808105,5.6813507080078125,Small peptides
0.11714599281549454,9.24837589263916,Sesquiterpenoids
4.472862720489502,7.627742290496826,Aromatic polyketides
6.355941295623779,5.148555755615234,Oligopeptides
6.395201206207275,5.111611366271973,Oligopeptides
3.2785682678222656,6.975684642791748,Linear polyketides
6.59755277633667,7.642798900604248,Tryptophan alkaloids
6.568571090698242,7.595053195953369,Tryptophan alkaloids
2.9513447284698486,8.188682556152344,Monoterpenoids
2.640241861343384,8.312506675720215,Meroterpenoids
2.573831081390381,8.280365943908691,Monoterpenoids
-2.9673824310302734,7.427572250366211,Triterpenoids
-2.9197654724121094,7.410673141479492,Triterpenoids
-2.958733320236206,7.476263046264648,Triterpenoids
-3.074899196624756,7.456157684326172,Triterpenoids
-3.3851001262664795,7.229445934295654,Triterpenoids
-2.76698899269104,5.853595733642578,Steroids
-1.1275174617767334,10.174046516418457,Sesquiterpenoids
-1.4333199262619019,9.911444664001465,Diterpenoids
-1.3784245252609253,9.898162841796875,Diterpenoids
-1.540107011795044,9.99589729309082,Sesquiterpenoids
-1.6833603382110596,9.925071716308594,Sesquiterpenoids
-1.861923336982727,9.913578987121582,Sesquiterpenoids
4.121401786804199,12.416327476501465,Sesquiterpenoids
-1.0325157642364502,8.78400707244873,Meroterpenoids
6.6721673011779785,10.564552307128906,Meroterpenoids
5.15509033203125,8.432302474975586,Meroterpenoids
-3.395883560180664,7.230229377746582,Triterpenoids
4.228757381439209,9.691560745239258,Diterpenoids
-0.017856087535619736,10.301051139831543,Sesquiterpenoids
0.13872280716896057,10.37228012084961,Sesquiterpenoids
0.16438719630241394,10.365487098693848,Sesquiterpenoids
-0.021053681150078773,9.258464813232422,Sesquiterpenoids
0.1450502574443817,10.308886528015137,Sesquiterpenoids
0.16917802393436432,10.370948791503906,Sesquiterpenoids
-0.02235313318669796,9.151137351989746,Sesquiterpenoids
0.054453134536743164,10.294517517089844,Sesquiterpenoids
0.041473403573036194,10.329751014709473,Sesquiterpenoids
-0.18381236493587494,9.787894248962402,Sesquiterpenoids
-2.281878709793091,5.614534378051758,Steroids
-2.466435432434082,5.77428674697876,Steroids
-0.3166334927082062,10.443418502807617,Diterpenoids
-3.3890717029571533,7.180655479431152,Triterpenoids
-2.732125759124756,5.624261379241943,Steroids
5.08629846572876,10.523419380187988,Flavonoids
5.475855350494385,8.960953712463379,Flavonoids
5.066100120544434,10.481504440307617,Flavonoids
-2.9383130073547363,7.390137672424316,Triterpenoids
-2.6840133666992188,5.615024566650391,Steroids
-1.811584711074829,9.648516654968262,Sesquiterpenoids
-3.957771062850952,7.740301132202148,Triterpenoids
4.590205669403076,9.953289031982422,Meroterpenoids
4.412118434906006,9.744003295898438,Sesquiterpenoids
5.11731481552124,9.23128604888916,Coumarins
-2.202636241912842,8.343424797058105,Meroterpenoids
-1.1479746103286743,9.873361587524414,Sesquiterpenoids
0.28700515627861023,7.968266010284424,Diterpenoids
-1.425384521484375,9.762917518615723,Sesquiterpenoids
0.029572049155831337,6.955627918243408,Diterpenoids
-0.2789771854877472,7.591556549072266,Diterpenoids
0.2318297177553177,8.06781005859375,Diterpenoids
0.04363259673118591,6.956862449645996,Diterpenoids
-0.9986647963523865,9.692075729370117,Sesquiterpenoids
-1.0348811149597168,10.033171653747559,Diterpenoids
3.282212018966675,9.078498840332031,Meroterpenoids
3.252403497695923,9.073014259338379,Meroterpenoids
-1.1504509449005127,10.00071907043457,Sesquiterpenoids
-0.4760790467262268,9.55298137664795,Sesquiterpenoids
0.06511414051055908,7.016758441925049,Diterpenoids
0.04995514079928398,9.789969444274902,Sesquiterpenoids
-1.127509355545044,10.04964542388916,Diterpenoids
3.4392127990722656,10.651700973510742,Sesquiterpenoids
2.7707011699676514,8.770686149597168,Meroterpenoids
-1.0717812776565552,9.980798721313477,Meroterpenoids
-1.2586910724639893,10.075743675231934,Sesquiterpenoids
2.7446701526641846,8.796469688415527,Meroterpenoids
2.3347811698913574,12.663313865661621,Sesquiterpenoids
-1.2137222290039062,10.079612731933594,Sesquiterpenoids
3.473662853240967,10.70932674407959,Naphthalenes
-0.8249953389167786,10.339223861694336,Diterpenoids
-0.9284340143203735,10.405125617980957,Sesquiterpenoids
-1.3254780769348145,10.127778053283691,Monoterpenoids
-3.125195026397705,7.525505542755127,Triterpenoids
-3.231231212615967,7.946465969085693,Triterpenoids
-1.237239956855774,10.084098815917969,Sesquiterpenoids
-1.1687431335449219,10.110164642333984,Sesquiterpenoids
4.5037713050842285,10.585272789001465,Tryptophan alkaloids
-1.188647985458374,10.144274711608887,Sesquiterpenoids
5.7252116203308105,10.152902603149414,Isoflavonoids
-1.316516399383545,10.106507301330566,Monoterpenoids
-3.8930890560150146,8.147619247436523,Triterpenoids
-3.1903915405273438,8.312140464782715,Triterpenoids
-3.230924129486084,8.376502990722656,Triterpenoids
-3.227992296218872,8.381978988647461,Triterpenoids
-3.9881398677825928,8.088713645935059,Triterpenoids
-3.9436917304992676,8.09999942779541,Triterpenoids
-1.195648431777954,9.970090866088867,Sesquiterpenoids
-2.344168186187744,8.409226417541504,Meroterpenoids
-3.7812697887420654,8.295607566833496,Triterpenoids
-3.559878349304199,8.144197463989258,Triterpenoids
-3.190236806869507,8.264571189880371,Triterpenoids
-3.2249999046325684,8.103607177734375,Triterpenoids
-3.1597225666046143,8.16562271118164,Triterpenoids
-3.203550338745117,8.408891677856445,Triterpenoids
-1.4354346990585327,10.073834419250488,Sesquiterpenoids
-3.091167688369751,8.3014554977417,Triterpenoids
-3.2002744674682617,8.358765602111816,Triterpenoids
5.761176586151123,8.82970905303955,Tryptophan alkaloids
-1.4256017208099365,10.119349479675293,Sesquiterpenoids
-1.1346790790557861,10.028583526611328,Sesquiterpenoids
-3.1818413734436035,8.301253318786621,Triterpenoids
-3.237935781478882,8.355952262878418,Triterpenoids
-3.1311862468719482,8.467814445495605,Sesquiterpenoids
-1.3978015184402466,10.05152416229248,Monoterpenoids
-1.1907225847244263,9.900962829589844,Meroterpenoids
-1.3618501424789429,10.094925880432129,Sesquiterpenoids
